116.7656958000,-26.8261621300,300.0
116.7647773000,-26.8246256000,300.0
116.7642328000,-26.8230495500,300.0
116.7642588000,-26.8240911200,300.0
116.7643702000,-26.8251115800,300.0
116.7655743000,-26.8241200900,300.0
116.7629315000,-26.8242329900,300.0
116.7634496000,-26.8242189500,300.0
116.7660855000,-26.8234633400,300.0
116.7644340000,-26.8256718100,300.0
116.7648241000,-26.8254232700,300.0
116.7639977000,-26.8245808900,300.0
116.7623500000,-26.8246826400,300.0
116.7648535000,-26.8238924600,300.0
116.7660333000,-26.8240620200,300.0
116.7639692000,-26.8251860800,300.0
116.7649743000,-26.8249435900,300.0
116.7661302000,-26.8245689200,300.0
116.7664076000,-26.8252307600,300.0
116.7652657000,-26.8257222800,300.0
116.7639449000,-26.8233937400,300.0
116.7655391000,-26.8233458500,300.0
116.7635051000,-26.8231351100,300.0
116.7645575000,-26.8235279500,300.0
116.7647429000,-26.8263820300,300.0
116.7639194000,-26.8258175000,300.0
116.7651615000,-26.8235746900,300.0
116.7655796000,-26.8254888200,300.0
116.7651775000,-26.8229872000,300.0
116.7637741000,-26.8262632700,300.0
116.7664875000,-26.8240873500,300.0
116.7635733000,-26.8253974100,300.0
116.7629533000,-26.8258154800,300.0
116.7652622000,-26.8246524700,300.0
116.7631970000,-26.8247432800,300.0
116.7651991000,-26.8264160300,300.0
116.7623650000,-26.8241639500,300.0
116.7635821000,-26.8245667800,300.0
116.7665961000,-26.8244580600,300.0
116.7623278000,-26.8253200000,300.0
116.7650416000,-26.8243331500,300.0
116.7637493000,-26.8266425800,300.0
116.7626395000,-26.8237440400,300.0
116.7661077000,-26.8259025000,300.0
116.7626086000,-26.8249771800,300.0
116.7645825000,-26.8227337300,300.0
116.7664695000,-26.8256957900,300.0
116.7648189000,-26.8232324000,300.0
116.7642184000,-26.8261482300,300.0
116.7631868000,-26.8236967300,300.0
116.7656619000,-26.8244829800,300.0
116.7667313000,-26.8248775300,300.0
116.7627310000,-26.8255122700,300.0
116.7648979000,-26.8259294100,300.0
116.7634101000,-26.8259842200,300.0
116.7644141000,-26.8244476900,300.0
116.7658658000,-26.8250946300,300.0
116.7629985000,-26.8262478800,300.0
116.7633453000,-26.8264584000,300.0
116.7635748000,-26.8249937000,300.0
116.7630735000,-26.8232134400,300.0
116.7638440000,-26.8227899400,300.0
116.7643541000,-26.8266994300,300.0
116.7627885000,-26.8246428000,300.0
116.7655856000,-26.8229407000,300.0
116.7657300000,-26.8236972100,300.0
116.7641935000,-26.8236847600,300.0
116.7660719000,-26.8255140800,300.0
116.7664051000,-26.8236899100,300.0
116.7648915000,-26.8267410800,300.0
116.7625325000,-26.8258282600,300.0
116.7654735000,-26.8249722500,300.0
116.7666724000,-26.8263833000,300.0
116.7667323000,-26.8267635500,300.0
116.7622903000,-26.8222989900,300.0
116.7659720000,-26.8268390000,300.0
116.7612261000,-26.8237235700,300.0
116.7653602000,-26.8277178700,300.0
116.7629318000,-26.8269429200,300.0
116.7676874000,-26.8232883000,300.0
116.7625644000,-26.8266925000,300.0
116.7667464000,-26.8229196500,300.0
116.7634749000,-26.8271942400,300.0
116.7618119000,-26.8255715900,300.0
116.7650766000,-26.8272687100,300.0
116.7627641000,-26.8225906500,300.0
116.7611171000,-26.8241518500,300.0
